ProductID,Product Category,Product Sub-Category,Product Name,Product Container
669,Furniture,Chairs & Chairmats,"Global Leather Task Chair, Black",Jumbo Drum
670,Office Supplies,Binders and Binder Accessories,GBC VeloBinder Strips,Small Box
671,Technology,Telephones and Communication,MicroTAC 650,Small Box
672,Furniture,Office Furnishings,Hand-Finished Solid Wood Document Frame,Small Box
673,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Small Pack
674,Office Supplies,Paper,Xerox 210,Small Box
675,Office Supplies,Paper,Xerox 1923,Small Box
676,Office Supplies,Rubber Bands,Staples Metal Binder Clips,Wrap Bag
677,Technology,Computer Peripherals,Hewlett-Packard 4.7GB DVD+R Discs,Small Pack
678,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Wrap Bag
679,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag
680,Technology,Telephones and Communication,I888 World Phone,Small Box
681,Office Supplies,Paper,Xerox 1997,Small Box
682,Office Supplies,Binders and Binder Accessories,GBC Therma-A-Bind 250T Electric Binding System,Small Box
683,Office Supplies,Binders and Binder Accessories,Avery Printable Repositionable Plastic Tabs,Small Box
684,Office Supplies,Binders and Binder Accessories,Storex DuraTech Recycled Plastic Frosted Binders,Small Box
685,Office Supplies,Paper,Xerox 204,Small Box
686,Office Supplies,Pens & Art Supplies,Newell 35,Wrap Bag
687,Office Supplies,Envelopes,Staples Brown Kraft Recycled Clasp Envelopes,Small Box
688,Office Supplies,Paper,Xerox 1947,Small Box
689,Office Supplies,Paper,Xerox 1950,Small Box
690,Office Supplies,Binders and Binder Accessories,GBC ProClick™ 150 Presentation Binding System,Small Box
691,Office Supplies,Storage & Organization,Letter Size Cart,Small Box
692,Office Supplies,Appliances,Kensington 6 Outlet Guardian Standard Surge Protector,Small Box
693,Technology,Computer Peripherals,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",Small Pack
694,Furniture,Office Furnishings,"Career Cubicle Clock, 8 1/4"", Black",Small Box
695,Technology,Telephones and Communication,V8162,Small Box
696,Office Supplies,Binders and Binder Accessories,Flexible Leather- Look Classic Collection Ring Binder,Small Box
697,Technology,Office Machines,Okidata ML520 Series Dot Matrix Printers,Jumbo Drum
698,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",Wrap Bag
699,Office Supplies,Labels,Avery 48,Small Box
700,Furniture,Office Furnishings,Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets,Medium Box
701,Technology,Telephones and Communication,6340,Small Box
702,Technology,Computer Peripherals,Microsoft Natural Keyboard Elite,Small Box
703,Technology,Telephones and Communication,Accessory41,Wrap Bag
704,Technology,Telephones and Communication,i500plus,Small Box
705,Technology,Office Machines,Hewlett-Packard Deskjet 3820 Color Inkjet Printer,Jumbo Drum
706,Office Supplies,Pens & Art Supplies,Newell 346,Wrap Bag
707,Furniture,Chairs & Chairmats,Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Jumbo Drum
708,Furniture,Office Furnishings,3M Polarizing Light Filter Sleeves,Small Pack
709,Furniture,Office Furnishings,"Master Caster Door Stop, Brown",Wrap Bag
710,Technology,Telephones and Communication,6162i,Small Box
711,Technology,Computer Peripherals,"Fellowes Mobile Numeric Keypad, Graphite",Small Box
712,Technology,Telephones and Communication,iDENi80s,Small Box
713,Technology,Telephones and Communication,5190,Small Box
714,Technology,Telephones and Communication,M70,Small Box
715,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,Small Box
716,Furniture,Office Furnishings,G.E. Halogen Desk Lamp Bulbs,Small Pack
717,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box
718,Furniture,Office Furnishings,Ultra Door Pull Handle,Small Pack
719,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Small Box
720,Technology,Computer Peripherals,Hayes Optima 56K V.90 Internal Voice Modem,Small Box
721,Office Supplies,Paper,Xerox 1979,Small Box
722,Furniture,Chairs & Chairmats,"Global Leather & Oak Executive Chair, Burgundy",Jumbo Drum
723,Furniture,Office Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Small Pack
724,Office Supplies,Paper,Xerox 1903,Small Box
725,Furniture,Tables,Hon 2111 Invitation™ Series Corner Table,Large Box
726,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box
727,Furniture,Tables,Bevis Rectangular Conference Tables,Jumbo Box
728,Furniture,Office Furnishings,"Master Caster Door Stop, Gray",Wrap Bag
729,Office Supplies,Paper,Xerox 1937,Small Box
730,Office Supplies,Paper,Xerox 1986,Small Box
731,Technology,Computer Peripherals,Microsoft Multimedia Keyboard,Small Box
732,Office Supplies,Paper,Xerox 1894,Small Box
733,Technology,Computer Peripherals,BASF Silver 74 Minute CD-R,Small Pack
734,Technology,Telephones and Communication,Accessory32,Small Pack
735,Furniture,Office Furnishings,Westinghouse Clip-On Gooseneck Lamps,Large Box
736,Technology,Office Machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Jumbo Box
737,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box
738,Office Supplies,Binders and Binder Accessories,Vinyl Sectional Post Binders,Small Box
739,Technology,Telephones and Communication,i2000,Small Box
740,Office Supplies,Envelopes,Ames Color-File® Green Diamond Border X-ray Mailers,Small Box
741,Furniture,Tables,Hon Non-Folding Utility Tables,Jumbo Drum
742,Furniture,Chairs & Chairmats,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,Jumbo Drum
743,Technology,Computer Peripherals,Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad,Small Box
744,Office Supplies,Labels,Avery 496,Small Box
745,Furniture,Office Furnishings,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Small Pack
746,Office Supplies,Binders and Binder Accessories,Tuff Stuff™ Recycled Round Ring Binders,Small Box
747,Office Supplies,Labels,Avery 514,Small Box
748,Technology,Telephones and Communication,V8160,Small Box
749,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Jumbo Box
750,Technology,Office Machines,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Jumbo Box
751,Office Supplies,Storage & Organization,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Small Box
752,Office Supplies,Paper,Xerox 1949,Small Box
753,Office Supplies,Paper,Xerox 1907,Small Box
754,Technology,Computer Peripherals,Imation DVD-RAM discs,Small Pack
755,Office Supplies,Paper,Xerox 1974,Small Box
756,Office Supplies,Pens & Art Supplies,Panasonic KP-150 Electric Pencil Sharpener,Small Pack
757,Office Supplies,Paper,Xerox 1896,Small Box
758,Technology,Telephones and Communication,8890,Small Box
759,Office Supplies,Storage & Organization,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Large Box
760,Furniture,Chairs & Chairmats,Novimex Fabric Task Chair,Jumbo Drum
761,Furniture,Office Furnishings,"Eldon® Image Series Desk Accessories, Burgundy",Small Box
762,Office Supplies,Storage & Organization,Staples File Caddy,Small Box
763,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Jumbo Box
764,Furniture,Tables,Bush Advantage Collection® Round Conference Table,Jumbo Box
765,Office Supplies,Binders and Binder Accessories,Avery Hole Reinforcements,Small Box
766,Technology,Office Machines,TI 30X Scientific Calculator,Medium Box
767,Office Supplies,Binders and Binder Accessories,Avery Non-Stick Binders,Small Box
768,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box
769,Furniture,Bookcases,"Hon Metal Bookcases, Putty",Jumbo Box
770,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag
771,Office Supplies,Binders and Binder Accessories,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Small Box
772,Furniture,Office Furnishings,Flat Face Poster Frame,Wrap Bag
773,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",Small Box
774,Office Supplies,Paper,Xerox 193,Small Box
775,Furniture,Office Furnishings,Nu-Dell Executive Frame,Small Pack
776,Office Supplies,Paper,Xerox 1973,Small Box
777,Technology,Copiers and Fax,Hewlett Packard LaserJet 3310 Copier,Large Box
778,Office Supplies,Paper,Xerox 1927,Small Box
779,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",Jumbo Box
780,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,Jumbo Drum
781,Technology,Office Machines,"Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers",Jumbo Drum
782,Technology,Telephones and Communication,T65,Small Box
783,Technology,Computer Peripherals,Gyration RF Keyboard,Small Box
784,Technology,Telephones and Communication,StarTAC 8000,Small Box
785,Office Supplies,Paper,Xerox 1910,Small Box
786,Office Supplies,Pens & Art Supplies,Newell 320,Wrap Bag
787,Furniture,Office Furnishings,Howard Miller Distant Time Traveler Alarm Clock,Small Box
788,Office Supplies,Storage & Organization,"Carina Mini System Audio Rack, Model AR050B",Large Box
789,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Small Box
790,Office Supplies,Storage & Organization,"SimpliFile™ Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Small Box
791,Office Supplies,Pens & Art Supplies,Newell 307,Wrap Bag
792,Furniture,Office Furnishings,Tensor Computer Mounted Lamp,Large Box
793,Technology,Office Machines,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Jumbo Box
794,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box
795,Office Supplies,Pens & Art Supplies,Avery Hi-Liter® Smear-Safe Highlighters,Wrap Bag
796,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",Wrap Bag
797,Office Supplies,Storage & Organization,"Iris® 3-Drawer Stacking Bin, Black",Small Box
798,Furniture,Office Furnishings,Artistic Insta-Plaque,Small Pack
799,Office Supplies,Storage & Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Large Box
800,Technology,Computer Peripherals,"Verbatim DVD-R, 4.7GB, Spindle, WE, Blank, Ink Jet/Thermal, 20/Spindle",Small Pack
801,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,Wrap Bag
802,Office Supplies,Pens & Art Supplies,Model L Table or Wall-Mount Pencil Sharpener,Small Box
803,Technology,Office Machines,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box
804,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,Wrap Bag
805,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Box Cutter Scissors,Small Pack
806,Office Supplies,Pens & Art Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack
807,Office Supplies,Paper,Multicolor Computer Printout Paper,Small Box
808,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag
809,Office Supplies,Pens & Art Supplies,Newell 340,Wrap Bag
810,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box
811,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Wrap Bag
812,Technology,Computer Peripherals,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Small Pack
813,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box
814,Office Supplies,Storage & Organization,"Fellowes Personal Hanging Folder Files, Navy",Small Box
815,Technology,Computer Peripherals,"Maxell Pro 80 Minute CD-R, 10/Pack",Small Pack
816,Technology,Telephones and Communication,StarTAC Analog,Small Box
817,Technology,Telephones and Communication,232,Small Box
818,Office Supplies,Rubber Bands,Colored Push Pins,Wrap Bag
819,Furniture,Tables,KI Conference Tables,Jumbo Box
820,Office Supplies,Pens & Art Supplies,Newell 321,Wrap Bag
821,Office Supplies,Pens & Art Supplies,Newell 351,Wrap Bag
822,Office Supplies,Rubber Bands,"OIC Colored Binder Clips, Assorted Sizes",Wrap Bag
823,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,Jumbo Drum
824,Furniture,Office Furnishings,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Small Pack
825,Technology,Computer Peripherals,Gyration Ultra Cordless Optical Suite,Small Box
826,Technology,Telephones and Communication,DPC 650 Piper,Small Box
827,Office Supplies,Envelopes,Staples #10 Colored Envelopes,Small Box
828,Technology,Computer Peripherals,"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Small Pack
829,Technology,Telephones and Communication,Accessory35,Small Box
830,Office Supplies,Binders and Binder Accessories,Avery Heavy-Duty EZD ™ Binder With Locking Rings,Small Box
831,Technology,Computer Peripherals,"IBM Active Response Keyboard, Black",Small Box
832,Technology,Office Machines,Okidata ML184 Turbo Dot Matrix Printers,Jumbo Drum
833,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,Jumbo Box
834,Office Supplies,Storage & Organization,"Companion Letter/Legal File, Black",Small Box
835,Office Supplies,Binders and Binder Accessories,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Small Box
836,Technology,Office Machines,Epson C82 Color Inkjet Printer,Jumbo Drum
837,Office Supplies,Paper,Xerox 212,Small Box
838,Office Supplies,Binders and Binder Accessories,Binding Machine Supplies,Small Box
839,Furniture,Tables,BPI Conference Tables,Jumbo Box
840,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Jumbo Box
841,Furniture,Office Furnishings,"DAX Cubicle Frames, 8-1/2 x 11",Small Pack
842,Office Supplies,Binders and Binder Accessories,Avery® Durable Slant Ring Binders With Label Holder,Small Box
843,Office Supplies,Pens & Art Supplies,"Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Wrap Bag
844,Office Supplies,Binders and Binder Accessories,Ibico Laser Imprintable Binding System Covers,Small Box
845,Office Supplies,Paper,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Small Box
846,Furniture,Office Furnishings,Deflect-o Glass Clear Studded Chair Mats,Medium Box
847,Office Supplies,Rubber Bands,"Brites Rubber Bands, 1 1/2 oz. Box",Wrap Bag
848,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Small Pack
849,Office Supplies,Binders and Binder Accessories,Avery Round Ring Poly Binders,Small Box
850,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",Wrap Bag
851,Technology,Computer Peripherals,Targus USB Numeric Keypad,Small Box
852,Technology,Computer Peripherals,Micro Innovations Media Access Pro Keyboard,Small Box
853,Furniture,Office Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Small Box
854,Office Supplies,Binders and Binder Accessories,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Small Box
855,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box
856,Office Supplies,Appliances,Staples 4 Outlet Surge Protector,Small Box
857,Furniture,Office Furnishings,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Large Box
858,Office Supplies,Pens & Art Supplies,Prang Colored Pencils,Wrap Bag
859,Technology,Telephones and Communication,6120,Small Box
860,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster™ Power Centers,Small Box
861,Technology,Office Machines,Polycom VoiceStation 100,Medium Box
862,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box
863,Office Supplies,Pens & Art Supplies,Boston 1799 Powerhouse™ Electric Pencil Sharpener,Small Pack
864,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,Small Box
865,Furniture,Office Furnishings,Eldon Expressions Mahogany Wood Desk Collection,Small Box
866,Technology,Computer Peripherals,"Sony MFD2HD Formatted Diskettes, 10/Pack",Small Pack
867,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,Small Box
868,Office Supplies,Pens & Art Supplies,"Quartet Omega® Colored Chalk, 12/Pack",Wrap Bag
869,Office Supplies,Binders and Binder Accessories,GBC DocuBind P50 Personal Binding Machine,Small Box
870,Office Supplies,Pens & Art Supplies,Boston 16801 Nautilus™ Battery Pencil Sharpener,Small Pack
871,Office Supplies,Storage & Organization,Iceberg Mobile Mega Data/Printer Cart ®,Small Box
872,Furniture,Tables,Chromcraft Rectangular Conference Tables,Jumbo Box
873,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box
874,Office Supplies,Binders and Binder Accessories,Avery Binding System Hidden Tab™ Executive Style Index Sets,Small Box
875,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Small Box
876,Office Supplies,Binders and Binder Accessories,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Small Box
877,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Medium Box
878,Office Supplies,Paper,Xerox 1922,Small Box
879,Office Supplies,Labels,Avery 504,Small Box
880,Technology,Telephones and Communication,Talkabout T8097,Small Box
881,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box
882,Office Supplies,Envelopes,Tyvek® Side-Opening Peel & Seel® Expanding Envelopes,Small Box
883,Technology,Computer Peripherals,"3.5"" IBM Formatted Diskettes, DS/HD",Small Pack
884,Office Supplies,Paper,Xerox 1934,Small Box
885,Office Supplies,Paper,"""While you Were Out"" Message Book, One Form per Page",Wrap Bag
886,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Jumbo Box
887,Office Supplies,Binders and Binder Accessories,GBC Instant Index™ System for Binding Systems,Small Box
888,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,Small Box
889,Office Supplies,Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum
890,Office Supplies,Envelopes,Park Ridge™ Embossed Executive Business Envelopes,Small Box
891,Technology,Computer Peripherals,Logitech Cordless Access Keyboard,Small Box
892,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,Small Box
893,Technology,Telephones and Communication,6000,Small Box
894,Technology,Telephones and Communication,5180,Small Box
895,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,Jumbo Box
896,Office Supplies,Pens & Art Supplies,Newell 333,Wrap Bag
897,Office Supplies,Paper,Xerox 23,Small Box
898,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,Jumbo Box
899,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Wrap Bag
900,Furniture,Chairs & Chairmats,Hon Pagoda™ Stacking Chairs,Large Box
901,Office Supplies,Pens & Art Supplies,Newell 338,Wrap Bag
902,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag
903,Office Supplies,Storage & Organization,"Hot File® 7-Pocket, Floor Stand",Small Box
904,Furniture,Office Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Small Box
905,Office Supplies,Pens & Art Supplies,Blackstonian Pencils,Wrap Bag
906,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Jumbo Box
907,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,Medium Box
908,Office Supplies,Binders and Binder Accessories,GBC Standard Plastic Binding Systems' Combs,Small Box
909,Technology,Office Machines,Panasonic KX-P1131 Dot Matrix Printer,Jumbo Drum
910,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Wrap Bag
911,Office Supplies,Paper,EcoTones® Memo Sheets,Wrap Bag
912,Office Supplies,Paper,Xerox 1984,Small Box
913,Technology,Telephones and Communication,3395,Small Box
914,Technology,Office Machines,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,Medium Box
915,Office Supplies,Pens & Art Supplies,Fluorescent Highlighters by Dixon,Wrap Bag
916,Furniture,Office Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Medium Box
917,Technology,Telephones and Communication,Accessory23,Small Pack
918,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Small Box
919,Office Supplies,Storage & Organization,SAFCO Boltless Steel Shelving,Large Box
920,Technology,Computer Peripherals,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Small Pack
921,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Small Box
922,Office Supplies,Paper,Xerox 1952,Small Box
923,Furniture,Office Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Large Box
924,Office Supplies,Paper,Xerox 1933,Small Box
925,Technology,Telephones and Communication,Accessory15,Small Pack
926,Office Supplies,Storage & Organization,Tennsco Regal Shelving Units,Large Box
927,Technology,Computer Peripherals,Fuji Slim Jewel Case CD-R,Small Pack
928,Office Supplies,Labels,Self-Adhesive Removable Labels,Small Box
929,Technology,Telephones and Communication,KH 688,Small Box
930,Office Supplies,Binders and Binder Accessories,Plastic Binding Combs,Small Box
931,Technology,Telephones and Communication,TIMEPORT P8767,Small Box
932,Office Supplies,Pens & Art Supplies,DIXON Ticonderoga® Erasable Checking Pencils,Wrap Bag
933,Office Supplies,Storage & Organization,Super Decoflex Portable Personal File,Small Box
934,Office Supplies,Appliances,"Bravo II™ Megaboss® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box
935,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,Jumbo Box
936,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Forged Steel Scissors with Black Enamel Handles,Small Pack
937,Technology,Telephones and Communication,T60,Small Box
938,Office Supplies,Rubber Bands,OIC Bulk Pack Metal Binder Clips,Wrap Bag
939,Office Supplies,Paper,Xerox 1908,Small Box
940,Office Supplies,Paper,Xerox 1948,Small Box
941,Technology,Office Machines,Epson C62 Color Inkjet Printer,Jumbo Box
942,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box
943,Technology,Telephones and Communication,2160,Small Box
944,Office Supplies,Paper,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",Wrap Bag
945,Technology,Copiers and Fax,Canon PC940 Copier,Large Box
946,Furniture,Chairs & Chairmats,"Global Airflow Leather Mesh Back Chair, Black",Jumbo Drum
947,Furniture,Office Furnishings,Electrix Fluorescent Magnifier Lamps & Weighted Base,Large Box
948,Office Supplies,Paper,Staples 1 Part Blank Computer Paper,Small Box
949,Furniture,Office Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,Small Pack
950,Office Supplies,Pens & Art Supplies,Newell 339,Wrap Bag
951,Office Supplies,"Scissors, Rulers and Trimmers",Acme Galleria® Hot Forged Steel Scissors with Colored Handles,Small Pack
952,Furniture,Office Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Large Box
953,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,Small Box
954,Office Supplies,Paper,Xerox 216,Small Box
955,Furniture,Chairs & Chairmats,DMI Arturo Collection Mission-style Design Wood Chair,Jumbo Drum
956,Office Supplies,Binders and Binder Accessories,Acco D-Ring Binder w/DublLock®,Small Box
957,Office Supplies,Storage & Organization,Fellowes High-Stak® Drawer Files,Small Box
958,Furniture,Office Furnishings,Document Clip Frames,Wrap Bag
959,Office Supplies,Paper,Xerox 221,Small Box
960,Office Supplies,Rubber Bands,Staples Gold Paper Clips,Wrap Bag
961,Office Supplies,Storage & Organization,Eldon Shelf Savers™ Cubes and Bins,Small Box
962,Technology,Office Machines,Okidata ML591 Wide Format Dot Matrix Printer,Jumbo Drum
963,Office Supplies,Paper,Xerox 1917,Small Box
964,Office Supplies,Paper,Xerox 1959,Small Box
965,Technology,Telephones and Communication,Phone 918,Small Box
966,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box
967,Office Supplies,Storage & Organization,Fellowes Bases and Tops For Staxonsteel®/High-Stak® Systems,Small Box
968,Furniture,Chairs & Chairmats,Global Deluxe Office Fabric Chairs,Jumbo Drum
969,Technology,Telephones and Communication,Accessory28,Small Pack
970,Technology,Telephones and Communication,600 Series Non-Flip,Small Box
971,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Small Box
972,Office Supplies,Rubber Bands,Staples Bulk Pack Metal Binder Clips,Wrap Bag
973,Office Supplies,Binders and Binder Accessories,"Avery® Durable Plastic 1"" Binders",Small Box
974,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box
975,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Wrap Bag
976,Office Supplies,"Scissors, Rulers and Trimmers",Letter Slitter,Wrap Bag
977,Office Supplies,Storage & Organization,"Trav-L-File Heavy-Duty Shuttle II, Black",Small Box
978,Office Supplies,Binders and Binder Accessories,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Small Box
979,Office Supplies,Paper,Xerox 229,Small Box
980,Office Supplies,Paper,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Wrap Bag
981,Office Supplies,Binders and Binder Accessories,GBC Durable Plastic Covers,Small Box
982,Office Supplies,Binders and Binder Accessories,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Small Box
983,Furniture,Office Furnishings,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",Small Box
984,Furniture,Office Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",Small Box
985,Office Supplies,Binders and Binder Accessories,Ibico Presentation Index for Binding Systems,Small Box
986,Technology,Copiers and Fax,Canon PC1080F Personal Copier,Large Box
987,Office Supplies,Paper,Xerox 191,Small Box
988,Office Supplies,Binders and Binder Accessories,Avery Hanging File Binders,Small Box
989,Office Supplies,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,Small Box
990,Furniture,Office Furnishings,Ultra Door Push Plate,Small Pack
991,Office Supplies,Pens & Art Supplies,Hunt Boston® Vacuum Mount KS Pencil Sharpener,Small Box
992,Office Supplies,"Scissors, Rulers and Trimmers",Acme® Design Stainless Steel Bent Scissors,Small Pack
993,Technology,Copiers and Fax,Canon Imageclass D680 Copier / Fax,Large Box
994,Office Supplies,Binders and Binder Accessories,Avery Premier Heavy-Duty Binder with Round Locking Rings,Small Box
995,Office Supplies,Labels,Avery 503,Small Box
996,Furniture,Office Furnishings,"Master Caster Door Stop, Large Neon Orange",Wrap Bag
997,Furniture,Tables,Hon 4060 Series Tables,Large Box
998,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Wrap Bag
999,Office Supplies,Pens & Art Supplies,Zebra Zazzle Fluorescent Highlighters,Wrap Bag
1000,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,Small Box
1001,Office Supplies,Labels,Avery 508,Small Box
1002,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",Small Box
1003,Furniture,Office Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Jumbo Drum
1004,Office Supplies,Appliances,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty™ Dirt Cup,Small Box
1005,Technology,Telephones and Communication,Accessory1,Small Pack
1006,Office Supplies,"Scissors, Rulers and Trimmers",Acme Kleencut® Forged Steel Scissors,Small Pack
